pk,model,main_image,sku,name,friendly_name,abbreviated_friendly_name,brand,size_value,size_unit,weight_g,price,vat_code,product_information,ingredients,free_from,allergens,usage,category,barcode,tags
0609,products.product,viridian-0609,viridian-0609,Organic Jerusalem Artichoke Tincture - 50ml,Organic Jerusalem Artichoke Tincture - 50ml,Jerusalem Artichoke Tinct 50ml,viridian,50,ml,112,14.55,T1,"100% Organic Jerusalem Artichoke tincture is made with the fresh tubers of Helianthus tuberosus. 100% organic and natural, no synthetics whatsoever. The tincture extraction technique involves pure organic alcohol which draws elements from within the plant into the solution. To remove/lessen the alcohol content, simply add the required amount to an egg cup of freshly boiled water and leave to cool; the majority of the alcohol will evaporate with the steam. Created in the United Kingdom using traditional craft skills and plant knowledge. Certified organic by the Soil Association.","Organic Jerusalem artichoke root, 
Organic alcohol",TRUE,0,"Directions: Take 15 - 30 drops, 2 -3 times daily in a little fruit juice or water.",28,5060003596097,organic_plant_tinctures
0610,products.product,viridian-0610,viridian-0610,Organic Elecampane Tincture - 50ml,Organic Elecampane Tincture - 50ml,Orgc Elecampane Tincture 50ml,viridian,50,ml,108,14.55,T1,"100% Organic Elecampane tincture is made with fresh Inula helenium root. 100% organic and natural, no synthetics whatsoever. The tincture extraction technique involves pure organic alcohol which draws elements from within the plant into the solution. To remove/lessen the alcohol content, simply add the required amount to an egg cup of freshly boiled water and leave to cool; the majority of the alcohol will evaporate with the steam. Created in the United Kingdom using traditional craft skills and plant knowledge. Certified organic by the Soil Association.","Organic Elecampane herb, 
Organic alcohol",TRUE,0,"Directions: Take 15 - 30 drops, 2 -3 times daily in a little fruit juice or water.",28,5060003596103,organic_plant_tinctures
0611,products.product,viridian-0611,viridian-0611,Organic Plantain Tincture - 50ml,Organic Plantain Tincture - 50ml,Organic Plantain Tincture 50ml,viridian,50,ml,109,14.55,T1,"100% Organic Plantain tincture is made with fresh Plantago lanceolata leaves. 100% organic and natural, no synthetics whatsoever. The tincture extraction technique involves pure organic alcohol which draws elements from within the plant into the solution. To remove/lessen the alcohol content, simply add the required amount to an egg cup of freshly boiled water and leave to cool; the majority of the alcohol will evaporate with the steam. Created in the United Kingdom using traditional craft skills and plant knowledge. Certified organic by the Soil Association.","Organic Plantain leaf, 
Organic alcohol",TRUE,0,"Directions: Take 15 - 30 drops, 2 -3 times daily in a little fruit juice or water.  Children under 12, half adult amount.",28,5060003596110,organic_plant_tinctures
0612,products.product,viridian-0612,viridian-0612,Organic Red Clover Tincture - 50ml,Organic Red Clover Tincture - 50ml,Orgc Red Clover Tincture 50ml,viridian,50,ml,109,14.55,T1,"100% Organic Red Clover tincture is made with fresh Triflolium pratense flowers. 100% organic and natural, no synthetics whatsoever. The tincture extraction technique involves pure organic alcohol which draws elements from within the plant into the solution. To remove/lessen the alcohol content, simply add the required amount to an egg cup of freshly boiled water and leave to cool; the majority of the alcohol will evaporate with the steam. Created in the United Kingdom using traditional craft skills and plant knowledge. Certified organic by the Soil Association.","Organic Red Clover flower, 
Organic alcohol",TRUE,0,"Directions: Take 15 - 30 drops, 2-3 times daily in a little fruit juice or water.",28,5060003596127,organic_plant_tinctures
0614,products.product,viridian-0614,viridian-0614,Organic Sage Tincture - 50ml,Organic Sage Tincture - 50ml,Organic Sage Tincture 50ml,viridian,50,ml,109,14.55,T1,"100% Organic Sage tincture is made with fresh Salvia officinalis herb. 100% organic and natural, no synthetics whatsoever. The tincture extraction technique involves pure organic alcohol which draws elements from within the plant into the solution. To remove/lessen the alcohol content, simply add the required amount to an egg cup of freshly boiled water and leave to cool; the majority of the alcohol will evaporate with the steam. Created in the United Kingdom using traditional craft skills and plant knowledge. Certified organic by the Soil Association.","Organic Sage herb, 
Organic alcohol",TRUE,0,"Directions: Take 15 - 30 drops, 2-3 times daily in a little fruit juice or water.",28,5060003596141,organic_plant_tinctures
0616,products.product,viridian-0616,viridian-0616,Organic Milk Thistle Tincture - 100ml                             ,Organic Milk Thistle Tincture - 100ml                             ,Milk Thistle Tincture 100ml,viridian,100,ml,192,26.2,T1,"100% Organic Milk Thistle tincture is made with Silybum marianum seeds. 100% organic and natural, no synthetics whatsoever. The tincture extraction technique involves pure organic alcohol which draws elements from within the plant into the solution. To remove/lessen the alcohol content, simply add the required amount to an egg cup of freshly boiled water and leave to cool; the majority of the alcohol will evaporate with the steam. Created in the United Kingdom using traditional craft skills and plant knowledge. Certified organic by the Soil Association.
","Organic Milk Thistle seed, 
Organic alcohol",TRUE,0,"Directions: Take 15 - 30 drops, 2 -3 times daily in a little fruit juice or water.  Children under 12, half adult amount.  Please shake bottle before use to distribute the natural lipids in suspension.
",28,5060003596165,organic_plant_tinctures
0617,products.product,viridian-0617,viridian-0617,Organic Dandelion Tincture 50ml,Organic Dandelion Tincture 50ml,Organic Dandelion Tinct 50ml,viridian,50,ml,104,22.25,T1,"Organic Dandelion Tincture is a new addition to the comprehensive tincture portfolio available froM Viridian Nutrition.  Dandelion is a traditional bitter herb and is commonly consumed throughout the Northern Hemisphere.  Every part of the plant has uses in traditional medicinal practices, however dandelion root has shown to support bile and digestion.","Organic Dandelion root, 
Organic alcohol",TRUE,0,"DIRECTIONS:
15-30 drops taken 2-3 times daily, or as recommended by your healthcare professional.",28,5060003596172,organic_plant_tinctures
0618,products.product,viridian-0618,viridian-0618,Organic Lemon Balm tincture - 50ml,Organic Lemon Balm tincture - 50ml,Organic Lemon Balm tincture,viridian,50,ml,125,20.7,T1,"Lemon Balm Tincture is made using fresh lemon balm, picked by hand to help preserve the delicate leaf and to protect and respect the holistic properties of the plant, this lemon balm tincture can be used as a supporting food supplement.
The lemon balm (Melissa officianalis) is grown organically in the UK and added to water and organic alcohol to produce a pure tincture which harnesses the natural beneficial properties. High potency formulation with 1ml equivalent to 480mg of fresh herb.
This botanical food supplement can be taken undiluted or mixed in cold drinks. Our tinctures are produced in small batches to preserve the integrity and purity of the ingredients.","Fresh lemon balm (Melissa officinalis) extract		
Organic alcohol (45%)		
Water",TRUE,0,"Directions: As a food supplement Take 15 – 30 drops, 2-3 times daily in a little fruit juice or water or as recommended by your healthcare practitioner.",28,5060003596189,organic_plant_tinctures
0622,products.product,viridian-0622,viridian-0622,Organic Horse Chestnut Tincture - 50ml,Organic Horse Chestnut Tincture - 50ml,Horse Chestnut Tincture 50ml,viridian,50,ml,109,0,T1,Viridian's 100% Organic Horse Chestnut tincture is made with the fresh seed of Aesculus hippocastanum,"100% Organic Horse Chestnut Tincture 
Organic alcohol",TRUE,0,"Directions: Take 15 - 30 drops, 2-3 times daily in a little fruit juice or water.",28,5060003596226,organic_plant_tinctures
0626,products.product,viridian-0626,viridian-0626,Organic Avena Sativa (Oats) Tincture - 50ml,Organic Avena Sativa (Oats) Tincture - 50ml,Avena Sativa Tincture 50ml,viridian,50,ml,110,14.55,T1,"100% Organic Avena sativa (oats) tincture is made with fresh milk-stage Avena sativa seeds. 100% organic and natural, no synthetics whatsoever. The tincture extraction technique involves pure organic alcohol which draws elements from within the plant into the solution. To remove/lessen the alcohol content, simply add the required amount to an egg cup of freshly boiled water and leave to cool; the majority of the alcohol will evaporate with the steam. Created in the United Kingdom using traditional craft skills and plant knowledge. Certified organic by the Soil Association.","Organic Avena Sativa seed, 
Organic alcohol",TRUE,0,"Directions: Take 15 - 30 drops, 2-3 times daily in a little fruit juice or water.",28,5060003596264,organic_plant_tinctures
0628,products.product,viridian-0628,viridian-0628,Organic Wood Betony Tincture - 50ml,Organic Wood Betony Tincture - 50ml,Wood Betony Tincture 50ml,viridian,50,ml,109,14.55,T1,"100% Organic Wood Betony tincture is made with fresh Stachys betonica flowering herb. 100% organic and natural, no synthetics whatsoever. The tincture extraction technique involves pure organic alcohol which draws elements from within the plant into the solution. To remove/lessen the alcohol content, simply add the required amount to an egg cup of freshly boiled water and leave to cool; the majority of the alcohol will evaporate with the steam. Created in the United Kingdom using traditional craft skills and plant knowledge. Certified organic by the Soil Association.","Organic Wood Betony herb, 
Organic alcohol",TRUE,0,"Directions: Take 15 - 30 drops, 2 -3 times daily in a little fruit juice or water.  Children under 12, half adult amount.",28,5060003596288,organic_plant_tinctures
0629,products.product,viridian-0629,viridian-0629,Organic Elderberry Throat Spray - 50ml,Organic Elderberry Throat Spray - 50ml,Elderberry Throat Spray 50ml,viridian,50,ml,124,25.95,T1,"Delicious fresh Elderberry (Sambucus nigra) Throat Spray with Manuka Honey and Marshmallow, suitable for the whole family. Grown to Soil Association organic standards.","Organic Aloe Vera Lead Juice Powder, 
Organic Fresh Marshmallow Extract, 
Organic alcohol, 
Organic Elderberry , 
Organic Manuka Honey AMF 10+, 
Organic Fresh Elderberry Extract",TRUE,0,"Directions: As a food supplement, adults: 5 full sprays in mouth up to four times daily.  Children 6 to 12 years: 2 sprays in mouth up to four times daily.",28,5060003596295,boxed_packs_n_collections
0630,products.product,viridian-0630,viridian-0630,Organic Equinox Elixir Tincture - 50ml,Organic Equinox Elixir Tincture - 50ml,Equinox Elixir Tincture 50ml,viridian,50,ml,116,21.85,T1,Seasonal revival at Equinox and Solstice. Certified organic by the Soil Association.,"Organic Acacia Honey, 
Organic alcohol, 
Organic Dandelion root, 
Organic Burdock root, 
Organic Artichoke leaf, 
Organic Nettle Leaf, 
Organic Cleavers whole herb",TRUE,0,Recommended intake as an adult food supplement: 15-30 drops twice daily in fruit juice or water.,28,5060003596301,organic_plant_tinctures
0631,products.product,viridian-0631,viridian-0631,Organic Digestive Elixir Tincture - 50ml,Organic Digestive Elixir Tincture - 50ml,Digestive Elixir Tincture 50ml,viridian,50,ml,114,21.85,T1,Digestive bitters. Certified organic by the Soil Association.,"Organic Acacia Honey, 
Organic alcohol, 
Organic Fresh Marshmallow Extract, 
Organic Meadowsweet herb, 
Organic Fennel seed, 
Organic Angelica root, 
Gentian root",TRUE,0,"Recommended intake as an adult food supplement: 20 drops in a little water, three times daily, shortly after main meals or as needed.  Maximum 60 drops a day.",28,5060003596318,organic_plant_tinctures
0680,products.product,viridian-0680,viridian-0680,Organic Arnica Balm - 100g,Organic Arnica Balm - 100g,Organic Arnica Balm 100g,viridian,100,g,224,27.4,T1,"100% organic and natural, no synthetics whatsoever. Gentle, non-greasy and quickly absorbed with a soft texture and relaxing aroma. Warm in hands and apply daily as required. Created in the United Kingdom using traditional craft skills and plant knowledge. Certified organic by the Soil Association.","Calendula (Calendula officinalis) infused in Sunflower oil, 
Comfrey macerate in Jojoba oil, 
Beeswax, 
Shea butter, 
Arnica macerate in Sunflower oil, 
Rosemary (Rosmarinus officinalis) Extract, 
Lavender (Lavandula angustifolia) Essential Oil",TRUE,0,Directions: Apply to skin as required.  For external use only.,28,5060003596806,organic_balms_n_topical_oils
